cell_id,row,col,lat,lon,elevation,slope_deg,aspect_deg,curvature,roughness
cell_0_90,0,90,1678000.0,674900.0,200.3366241455078,7.099442354639053,127.15713963060033,-0.0029905319213867185,0.7664574931759514
cell_0_91,0,91,1678000.0,674910.0,201.87850952148438,0.6002111303956321,102.76098754391833,-0.00966156005859375,0.6979352299099669
cell_0_92,0,92,1678000.0,674920.0,200.38290405273438,5.062984950198212,16.74853520275554,0.00021171569824218717,0.7498767894510711
cell_0_93,0,93,1678000.0,674930.0,200.18174743652344,0.9922659735430965,46.11546583412809,0.009861030578613282,0.18750619133025587
cell_0_94,0,94,1678000.0,674940.0,200.1427764892578,2.8995780891382936,86.6339447709194,0.0021699523925781256,0.4438894593629632
cell_0_95,0,95,1678000.0,674950.0,200.1222686767578,8.93513670336468,114.64439545913052,-0.011011772155761717,0.5977172508677215
cell_0_96,0,96,1678000.0,674960.0,201.4539794921875,6.228216641569245,248.41749195862604,0.0012818145751953116,0.5763158005124667
cell_0_97,0,97,1678000.0,674970.0,200.92514038085938,4.436197046394763,68.85055445874653,-0.004438095092773437,0.36185983436389646
cell_0_98,0,98,1678000.0,674980.0,200.89414978027344,0.9334142366412955,196.52475055817297,-0.0009625244140624998,0.33459416349208493
cell_0_99,0,99,1678000.0,674990.0,201.23753356933594,5.131499313027163,259.6885792295577,0.004648628234863281,0.3856457508643973
cell_0_100,0,100,1678000.0,675000.0,201.21563720703125,6.326336230595367,261.86376397021183,0.0055543136596679695,0.5198366129503605
cell_0_101,0,101,1678000.0,675010.0,201.5513458251953,6.877868698255449,273.0833388274417,0.01142017364501953,0.4625216695540034
cell_0_102,0,102,1678000.0,675020.0,201.08587646484375,2.261608051027627,5.2516490093962895,0.0008857345581054687,0.4622317796918038
cell_0_103,0,103,1678000.0,675030.0,200.76480102539062,6.801827061673428,91.36384029666021,-0.010089950561523437,0.5883780355043027
cell_0_104,0,104,1678000.0,675040.0,201.1426544189453,9.132017575959209,257.34722148538526,0.020872726440429687,0.7375906138638982
cell_0_105,0,105,1678000.0,675050.0,201.46900939941406,9.896834259986164,286.46593441636907,0.01686748504638672,0.687876565865254
cell_0_106,0,106,1678000.0,675060.0,200.15359497070312,4.3163376399089595,73.96423127821551,0.01250934600830078,0.5740950458642244
cell_0_107,0,107,1678000.0,675070.0,201.05201721191406,2.975475162097737,173.90313173199112,-0.00030147552490234365,0.3867679825103101
cell_0_108,0,108,1678000.0,675080.0,201.18728637695312,2.092815627960593,259.1684186098678,0.002526931762695312,0.13781498115371704
cell_0_109,0,109,1678000.0,675090.0,201.18936157226562,3.1992600878085153,162.04087279350622,0.003212890625,0.5034818774198221
cell_0_110,0,110,1678000.0,675100.0,202.250732421875,1.820569795271628,220.67140308652773,-0.008641777038574218,0.3938017755751274
cell_0_111,0,111,1678000.0,675110.0,201.67152404785156,2.670630290272182,339.6292123093495,-0.006828460693359376,0.4241197925681188
cell_0_112,0,112,1678000.0,675120.0,201.3761749267578,3.243931951942543,301.1940383722892,0.010681762695312501,0.2612940534608722
cell_0_113,0,113,1678000.0,675130.0,201.08441162109375,3.408995721411714,47.33204714167053,0.0020631790161132813,0.3990918543473401
cell_0_114,0,114,1678000.0,675140.0,200.5687255859375,7.204527809975425,99.75100845574083,-0.005178604125976562,0.41962968492205394
cell_0_115,0,115,1678000.0,675150.0,201.51260375976562,3.737297527035074,249.66624132294214,0.0016379165649414058,0.42890562528056764
cell_0_116,0,116,1678000.0,675160.0,201.02268981933594,3.401765030839915,69.01893030151335,-0.0025657653808593755,0.24644381574791005
cell_0_117,0,117,1678000.0,675170.0,201.08692932128906,3.235894690939152,145.76524492543342,-0.002976913452148437,0.4611638261565394
cell_0_118,0,118,1678000.0,675180.0,201.95751953125,8.559883058277135,270.1948690230199,0.005885505676269531,0.446293459596569
cell_0_119,0,119,1678000.0,675190.0,201.07669067382812,0.9238851665569227,14.034928590599963,0.0005771636962890628,0.461940490984521
cell_0_120,0,120,1678000.0,675200.0,201.64462280273438,1.758457935537064,304.94162865809733,-0.0003662109375000002,0.34341547609192236
cell_0_121,0,121,1678000.0,675210.0,200.7250213623047,4.949480870297098,80.47560599155969,-0.0027080917358398436,0.37122733851525935
cell_0_122,0,122,1678000.0,675220.0,201.3580322265625,3.398612994265892,259.1352683056268,0.006388092041015625,0.2939389766445091
cell_0_123,0,123,1678000.0,675230.0,200.9488983154297,2.301639281963158,168.73187306380103,-0.0004909896850585938,0.4833896036110351
cell_0_124,0,124,1678000.0,675240.0,202.14639282226562,2.923823828991022,267.15306666199484,-0.0029247283935546877,0.5338127490391322
cell_0_125,0,125,1678000.0,675250.0,200.9996337890625,2.444682150208763,275.9100744206833,0.012562675476074219,0.5605505667837001
cell_0_126,0,126,1678000.0,675260.0,202.0584716796875,1.6280940089367615,248.5561490059368,0.0006662750244140624,0.4826494571209977
cell_0_127,0,127,1678000.0,675270.0,201.20745849609375,0.7781060615691374,21.00885666771484,0.000797576904296875,0.3758780809475769
cell_0_128,0,128,1678000.0,675280.0,201.80490112304688,4.358793955138454,275.9278969469668,6.484985351562587e-05,0.31352655536920565
cell_0_129,0,129,1678000.0,675290.0,201.05001831054688,6.280611923681938,38.59678644530955,-0.005068092346191407,0.6751837261038083
cell_0_130,0,130,1678000.0,675300.0,200.08456420898438,10.481994569163012,85.40459014360252,-0.005393447875976563,0.6626511050205312
cell_0_131,0,131,1678000.0,675310.0,200.75355529785156,8.338806652804468,130.45372531380147,-0.009446296691894531,0.7653989923909157
cell_0_132,0,132,1678000.0,675320.0,201.98663330078125,2.09352894469934,271.4662259648203,-0.004291114807128906,0.5952982077936474
cell_0_133,0,133,1678000.0,675330.0,200.73484802246094,7.8609920188891875,90.37961492015856,-0.009832344055175782,0.5136102578182717
cell_0_134,0,134,1678000.0,675340.0,202.0049285888672,1.8689103915712073,294.2278674839256,-0.0020020675659179685,0.6878009535395977
cell_0_135,0,135,1678000.0,675350.0,200.467041015625,2.571624972710928,17.30595031469657,0.012485847473144532,0.5935222542528847
cell_0_136,0,136,1678000.0,675360.0,201.14732360839844,5.5885960117503615,204.24888882858542,0.00825653076171875,0.6564360408595923
cell_0_137,0,137,1678000.0,675370.0,202.25137329101562,5.624032455248467,241.6221575301036,0.004627304077148437,0.5828653459652504
cell_0_138,0,138,1678000.0,675380.0,202.08338928222656,2.0212975905572677,95.07242488013841,-0.014598655700683593,0.6251156982151406
cell_0_139,0,139,1678000.0,675390.0,202.31378173828125,11.820409160945161,292.11275015216364,0.014851989746093752,0.8236875880750307
cell_0_140,0,140,1678000.0,675400.0,200.50778198242188,9.100285321673258,53.15739255428947,0.0006002807617187496,0.8140907143872295
cell_0_141,0,141,1678000.0,675410.0,200.39285278320312,8.084155421940766,115.52091500374748,0.005050621032714844,0.6081228635393106
cell_0_142,0,142,1678000.0,675420.0,201.73170471191406,6.316829939660622,226.49319279305448,0.005106735229492188,0.5979355561972729
cell_0_143,0,143,1678000.0,675430.0,201.9170379638672,5.969553164328531,256.86453925666325,0.000633811950683595,0.5765303058571822
cell_0_144,0,144,1678000.0,675440.0,202.20697021484375,9.369918501668565,271.5123001118599,0.012819557189941405,0.5386350438757257
cell_0_145,0,145,1678000.0,675450.0,201.82994079589844,0.6696877206755485,9.869331200765272,-0.005534706115722656,0.49938837870627256
cell_0_146,0,146,1678000.0,675460.0,201.97665405273438,5.801082277410065,311.91985934357314,0.006268272399902343,0.6558570589339962
cell_0_147,0,147,1678000.0,675470.0,200.47244262695312,11.855854123686676,71.40813564323847,-0.009854240417480467,0.718777402281163
cell_0_148,0,148,1678000.0,675480.0,200.63804626464844,3.3185104341896015,164.03182214880752,0.010813980102539061,0.7862160950239154
cell_0_149,0,149,1678000.0,675490.0,201.58737182617188,6.027435535992878,113.56655850477097,-0.00981586456298828,0.6764747396269405
cell_0_150,0,150,1678000.0,675500.0,201.48236083984375,6.817656794832607,120.94826832252934,-0.011725883483886718,0.6309526916257842
cell_0_151,0,151,1678000.0,675510.0,202.81703186035156,10.413049228413092,248.9190424643145,0.00878662109375,0.6952349473450465
cell_0_152,0,152,1678000.0,675520.0,202.80435180664062,9.15875145754682,302.9679222895769,0.0034084701538085955,0.7966657420558209
cell_0_153,0,153,1678000.0,675530.0,201.06234741210938,8.785698389117233,67.14416120354157,0.0010799026489257818,0.6539474613869656
cell_0_154,0,154,1678000.0,675540.0,201.60374450683594,4.049898936745622,186.72036893439991,0.007614250183105469,0.6059251329878219
cell_0_155,0,155,1678000.0,675550.0,202.46865844726562,1.232913374461457,110.36348785128467,-0.008391647338867186,0.4251021949311947
cell_0_156,0,156,1678000.0,675560.0,201.75352478027344,4.924040517634197,355.68309422384135,-0.003641815185546875,0.659510136181395
cell_0_157,0,157,1678000.0,675570.0,200.75048828125,6.0068778941641785,50.722927821991256,-0.004985466003417969,0.5380526824466266
cell_0_158,0,158,1678000.0,675580.0,200.4212188720703,5.231391308676204,94.15201489179657,0.0036429977416992184,0.4090520958028005
cell_0_159,0,159,1678000.0,675590.0,200.88307189941406,4.914553606244834,131.5782756244741,0.004042930603027345,0.5495113407451055
cell_0_160,0,160,1678000.0,675600.0,201.5625,4.624033575060751,132.64364836329537,-0.008840713500976562,0.6483844697166313
cell_0_161,0,161,1678000.0,675610.0,201.97889709472656,6.55712826211295,94.45736068734564,-0.020587806701660157,0.49619500039771464
cell_0_162,0,162,1678000.0,675620.0,201.7411651611328,4.573183559778997,326.6109575217729,0.006132354736328125,0.7255898705144487
cell_0_163,0,163,1678000.0,675630.0,200.6431884765625,3.3532362272343295,110.35503426438298,0.006536712646484376,0.5485289314547211
cell_0_164,0,164,1678000.0,675640.0,202.14877319335938,3.655059756382999,204.44774923665045,0.003654251098632812,0.5549158613700429
cell_0_165,0,165,1678000.0,675650.0,201.8062286376953,0.4868084024753186,317.1068240211344,-0.002470626831054688,0.34322895709294654
cell_0_166,0,166,1678000.0,675660.0,202.02427673339844,5.407816647598702,76.85347642689374,-0.005977058410644531,0.4839049229823162
cell_0_167,0,167,1678000.0,675670.0,201.3756103515625,2.8208686908016167,197.96699581431594,0.008320236206054687,0.6705732753275009
cell_0_168,0,168,1678000.0,675680.0,202.96168518066406,6.649380090442515,238.414188826319,0.002411613464355469,0.6570254162992322
cell_0_169,0,169,1678000.0,675690.0,202.59681701660156,4.498348655318801,283.62494943295025,-0.0013065719604492185,0.3634355691122263
cell_0_170,0,170,1678000.0,675700.0,202.59103393554688,0.5305294660076676,254.19337221109083,-0.006001472473144531,0.39078890136855127
cell_0_171,0,171,1678000.0,675710.0,202.6472625732422,6.689699517190554,286.5189724321394,0.008480262756347655,0.6183887001677001
cell_0_172,0,172,1678000.0,675720.0,201.92404174804688,6.676811928986969,266.80525619783486,0.017441215515136718,0.6516042529320735
cell_0_173,0,173,1678000.0,675730.0,202.77774047851562,5.7329106336974105,263.6486046839839,-0.002758941650390625,0.5764297800048702
cell_0_174,0,174,1678000.0,675740.0,202.1461639404297,4.83523489610703,323.14922230584335,-1.3313293457031014e-05,0.5647176774435327
cell_0_175,0,175,1678000.0,675750.0,201.42393493652344,2.3043792848964326,238.85963289997994,0.0131500244140625,0.4956071207619495
cell_0_176,0,176,1678000.0,675760.0,202.56236267089844,4.865961438534226,271.6448919718351,0.0035611724853515606,0.5093816130723205
cell_0_177,0,177,1678000.0,675770.0,201.37506103515625,4.32817533338,358.3779717410284,0.003599891662597656,0.5411087918661752
cell_0_178,0,178,1678000.0,675780.0,201.0492706298828,4.16866613714491,69.28741853023423,0.0037457656860351574,0.5015238859922453
cell_0_179,0,179,1678000.0,675790.0,200.8594970703125,9.71613281670593,97.64979368361782,-0.012133331298828126,0.5616132576270431
cell_0_180,0,180,1678000.0,675800.0,201.505126953125,4.171153044915336,114.46677356143995,-0.0040838241577148444,0.553177605288405
cell_0_181,0,181,1678000.0,675810.0,201.46359252929688,4.298646735460457,81.11438510401484,-0.003654289245605469,0.3340063338066371
cell_0_182,0,182,1678000.0,675820.0,201.27291870117188,3.2523677158360877,101.38038542671994,0.004361495971679686,0.4378872163260148
cell_0_183,0,183,1678000.0,675830.0,201.68785095214844,5.823906251350193,100.0874242628562,-0.010642471313476561,0.41354389835163075
cell_0_184,0,184,1678000.0,675840.0,201.63021850585938,3.7371840086095176,128.2290941175719,-0.00019710540771484338,0.40654805808425587
cell_0_185,0,185,1678000.0,675850.0,202.49624633789062,3.941387683139318,263.759228783862,-0.0016471099853515615,0.3189998490972117
cell_0_186,0,186,1678000.0,675860.0,201.78001403808594,4.589012772203938,18.543620317509973,0.00043575286865234393,0.5219545686593777
cell_0_187,0,187,1678000.0,675870.0,200.9742889404297,6.222649631248355,84.39192965158881,0.001443405151367187,0.4189304993492252
cell_0_188,0,188,1678000.0,675880.0,201.56690979003906,4.989257514978702,133.42526831314666,-0.007290458679199217,0.5139915235546034
cell_0_189,0,189,1678000.0,675890.0,202.17449951171875,1.5649954442061385,110.43844374814694,-0.005578155517578124,0.32213167985618596
cell_0_190,0,190,1678000.0,675900.0,201.75772094726562,2.7442581223745868,210.5688416811142,0.0034326553344726555,0.4941511817996814
cell_0_191,0,191,1678000.0,675910.0,202.9999237060547,4.954022285507406,264.4773822941393,-0.0006961059570312501,0.5006892665208903
cell_0_192,0,192,1678000.0,675920.0,201.924560546875,3.8146075323744073,21.51701658212335,-0.004449577331542968,0.45379666441147287
cell_0_193,0,193,1678000.0,675930.0,201.75933837890625,1.8351590934110464,56.87260970672209,-0.0008951568603515624,0.18970679946168756
cell_0_194,0,194,1678000.0,675940.0,201.57435607910156,1.1220735035218115,130.4771103296508,0.00011482238769531259,0.2372234243062223
cell_0_195,0,195,1678000.0,675950.0,202.0136260986328,3.909386382951933,151.5857798437223,-0.007077178955078126,0.5060371994020889
cell_0_196,0,196,1678000.0,675960.0,202.77645874023438,8.614072329525907,270.54740811605757,0.00462451934814453,0.5551152541657604
cell_0_197,0,197,1678000.0,675970.0,201.98468017578125,6.091405382544396,298.35030426546507,0.008601417541503906,0.562399572252703
cell_0_198,0,198,1678000.0,675980.0,201.762939453125,3.0725055656405305,99.39270306511773,-0.0017869567871093743,0.4763103441731302
cell_0_199,0,199,1678000.0,675990.0,202.15988159179688,4.460151556070908,92.36000079488238,-0.007654914855957032,0.36259030042541973
cell_0_200,0,200,1678000.0,676000.0,201.82717895507812,2.9955183123336684,86.53871922449251,-0.0036975097656249995,0.43696777305778645
cell_0_201,0,201,1678000.0,676010.0,202.09669494628906,5.104215790323594,272.5270516014094,0.0092156982421875,0.33417748523833474
cell_0_202,0,202,1678000.0,676020.0,201.7484130859375,3.3937255698234745,80.03305625350467,-0.008250312805175781,0.4007129782976077
cell_0_203,0,203,1678000.0,676030.0,201.89141845703125,5.222530031820198,252.92220030764867,0.01267955780029297,0.38805277404856936
cell_0_204,0,204,1678000.0,676040.0,202.28526306152344,3.86129667720438,245.598496694189,-4.57763671874974e-06,0.4317548660825782
cell_0_205,0,205,1678000.0,676050.0,202.4490966796875,2.4339658162193745,309.7839768260761,-0.0035366058349609385,0.2969849733026792
cell_0_206,0,206,1678000.0,676060.0,201.74127197265625,3.9796090508553896,53.98417576159489,-0.0027037811279296865,0.4067959214164474
cell_0_207,0,207,1678000.0,676070.0,201.63095092773438,3.955869747573331,217.93458270549507,0.004964332580566406,0.52845450091833
cell_0_208,0,208,1678000.0,676080.0,202.8321075439453,4.88975141939407,278.88706432089197,-2.6168823242187552e-05,0.5838780719254139
cell_0_209,0,209,1678000.0,676090.0,201.3666229248047,1.36158508701582,22.110140544267292,0.003622169494628906,0.5601227130601529
cell_0_210,0,210,1678000.0,676100.0,202.39169311523438,1.3261718294644016,182.3458536405781,-0.002176666259765625,0.41649123766734364
cell_0_211,0,211,1678000.0,676110.0,201.82923889160156,1.9646291739046995,77.45612616692024,-5.798339843750061e-05,0.28284165565058095
cell_0_212,0,212,1678000.0,676120.0,202.24269104003906,3.4308344139790563,67.98601279780397,-0.005562858581542969,0.4319208767371815
cell_0_213,0,213,1678000.0,676130.0,201.3798065185547,2.049791011242286,116.55194226476013,0.007358245849609375,0.49203664856130364
